https://gedcom.io/terms/v7/CONF	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/CREM	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/DEAT	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/DIV	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/DIVF	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/DSCR	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/EDUC	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/EMIG	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/ENGA	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/FAM-CENS	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/FAM-EVEN	https://gedcom.io/terms/v7/TYPE	{1:1}
https://gedcom.io/terms/v7/FAM-FACT	https://gedcom.io/terms/v7/TYPE	{1:1}
https://gedcom.io/terms/v7/FAM-NCHI	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/FAM-RESI	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/FCOM	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/GRAD	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/IDNO	https://gedcom.io/terms/v7/TYPE	{1:1}
https://gedcom.io/terms/v7/IMMI	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/INDI-CENS	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/INDI-EVEN	https://gedcom.io/terms/v7/TYPE	{1:1}
https://gedcom.io/terms/v7/INDI-FACT	https://gedcom.io/terms/v7/TYPE	{1:1}
https://gedcom.io/terms/v7/INDI-NCHI	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/INDI-RELI	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/INDI-RESI	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/INDI-TITL	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/MARB	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/MARC	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/MARL	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/MARR	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/MARS	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/NATI	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/NATU	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/NMR	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/OCCU	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/ORDN	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/PROB	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/PROP	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/REFN	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/RETI	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/SSN	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/WILL	https://gedcom.io/terms/v7/TYPE	{0:1}
https://gedcom.io/terms/v7/INDI-NAME	https://gedcom.io/terms/v7/NAME-TYPE	{0:1}
https://gedcom.io/terms/v7/EXID	https://gedcom.io/terms/v7/EXID-TYPE	{0:1}
https://gedcom.io/terms/v7/ADOP	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/ANUL	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/BAPM	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/BARM	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/BASM	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/BIRT	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/BLES	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/BURI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/CAST	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/CHR	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/CHRA	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/CONF	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/CREM	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/DEAT	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/DIV	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/DIVF	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/DSCR	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/EDUC	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/EMIG	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/ENGA	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/FAM-CENS	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/FAM-EVEN	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/FAM-FACT	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/FAM-NCHI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/FAM-RESI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/FCOM	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/GRAD	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/IDNO	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/IMMI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/INDI-CENS	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/INDI-EVEN	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/INDI-FACT	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/INDI-NCHI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/INDI-RELI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/INDI-RESI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/INDI-TITL	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/MARB	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/MARC	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/MARL	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/MARR	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/MARS	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/NATI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/NATU	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/NMR	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/OCCU	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/ORDN	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/PROB	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/PROP	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/RETI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/SSN	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/WILL	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/record-FAM	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/record-INDI	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/record-OBJE	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/record-REPO	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/record-SNOTE	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/record-SOUR	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/record-SUBM	https://gedcom.io/terms/v7/UID	{0:M}
https://gedcom.io/terms/v7/HEAD-SOUR	https://gedcom.io/terms/v7/VERS	{0:1}
https://gedcom.io/terms/v7/GEDC	https://gedcom.io/terms/v7/GEDC-VERS	{1:1}
https://gedcom.io/terms/v7/CROP	https://gedcom.io/terms/v7/WIDTH	{0:1}
https://gedcom.io/terms/v7/ANUL	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/DIV	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/DIVF	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/ENGA	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/FAM-CENS	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/FAM-EVEN	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/FAM-FACT	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/FAM-NCHI	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/FAM-RESI	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/MARB	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/MARC	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/MARL	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/MARR	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/MARS	https://gedcom.io/terms/v7/WIFE	{0:1}
https://gedcom.io/terms/v7/record-FAM	https://gedcom.io/terms/v7/FAM-WIFE	{0:1}
https://gedcom.io/terms/v7/record-INDI	https://gedcom.io/terms/v7/WILL	{0:M}
https://gedcom.io/terms/v7/ADOP	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/ANUL	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/BAPM	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/BARM	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/BASM	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/BIRT	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/BLES	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/BURI	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/CAST	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/CHR	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/CHRA	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/CONF	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/CORP	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/CREM	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/DEAT	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/DIV	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/DIVF	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/DSCR	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/EDUC	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/EMIG	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/ENGA	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/FAM-CENS	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/FAM-EVEN	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/FAM-FACT	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/FAM-NCHI	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/FAM-RESI	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/FCOM	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/GRAD	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/IDNO	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/IMMI	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/INDI-CENS	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/INDI-EVEN	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/INDI-FACT	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/INDI-NCHI	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/INDI-RELI	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/INDI-RESI	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/INDI-TITL	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/MARB	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/MARC	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/MARL	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/MARR	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/MARS	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/NATI	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/NATU	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/NMR	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/OCCU	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/ORDN	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/PROB	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/PROP	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/RETI	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/SSN	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/WILL	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/record-REPO	https://gedcom.io/terms/v7/WWW	{0:M}
https://gedcom.io/terms/v7/record-SUBM	https://gedcom.io/terms/v7/WWW	{0:M}
